from,to,cost
763568,716176,3751.5
763568,716181,9053.2
763568,716187,5815.3
763568,716203,1631.3
763568,716271,6469.3
763568,717207,10214.2
763568,717209,9532.2
763568,717211,9218.9
763568,717214,10076.3
763568,717216,8759.6
763568,717219,9695.9
763568,717220,7920.5
763568,717224,7700.1
763568,717226,5634.5
763568,717229,5917.8
763568,717230,6384.6
763568,717232,7222.7
763568,717235,7093.0
763568,717236,7783.8
763568,717238,5602.2
763568,717240,5983.1
763568,717241,4220.2
763568,717243,4708.5
763568,717245,7632.2
763568,717246,8397.7
763568,717247,6462.3
763568,717249,9796.5
763568,717251,7735.0
763568,717254,8678.4
763568,717257,9757.5
763568,718050,9642.7
763568,718051,7092.5
763568,718052,8299.7
763568,718053,6372.2
763568,718054,9043.2
763568,718119,8406.6
763568,718356,5240.5
763568,763485,8579.3
763568,763563,9287.7
763568,763568,0.0
763568,763573,8543.2
763568,763578,8956.8
763568,763649,7847.8
763568,764089,8417.8
763568,764096,4062.2
763568,764201,7213.8
763568,764206,5837.4
763568,764211,9745.0
763568,764420,6830.9
763568,766685,10071.4
763568,767166,6616.7
763568,768328,7309.9
763568,768339,9368.4
763568,768694,8663.1
763568,768779,7957.4
763568,769744,9834.6
763568,769758,10086.0
763568,771603,10462.0
763568,772966,9187.5
763568,772967,10521.3
763568,774729,9036.1
763568,774799,6761.5
763568,774800,7908.5
763568,774841,4491.5
763568,774842,8608.5
763568,774878,9602.5
763568,774890,9065.4
763568,774891,9063.2
763568,774901,5645.6
763568,774902,2812.0
763568,775100,6737.3
763568,775101,8599.0
763573,716172,9451.8
763573,716174,8979.2
763573,716176,8155.2
763573,716187,10143.4
763573,716203,6035.0
763573,717226,10038.2
763573,717235,7920.2
763573,717238,9943.2
763573,717240,10314.0
763573,717241,8623.8
763573,717243,9036.6
763573,717355,9397.5
763573,717358,9844.1
763573,717361,7095.3
763573,718126,7725.7
763573,718356,9644.1
763573,763553,8763.8
763573,763558,7470.5
763573,763563,5335.2
763573,763568,4403.5
763573,763573,0.0
763573,763578,413.3
763573,763583,1931.1
763573,763590,8391.4
763573,763597,10277.6
763573,764096,8465.8
763573,765456,7674.7
763573,766569,7744.2
763573,766585,9620.1
763573,766600,8361.0
763573,766602,9916.2
763573,766620,9266.9
763573,766644,8663.2
763573,766661,3143.8
763573,766685,8708.1
763573,766806,4940.5
763573,767166,8379.7
763573,769292,9819.3
763573,769294,10166.6
763573,773437,7510.2
763573,773537,9952.9
763573,774125,6946.0
763573,774164,7769.9
763573,774165,6280.0
763573,774180,8333.1
763573,774181,5725.6
763573,774475,6580.9
763573,774812,7941.0
763573,774841,8895.1
763573,774855,9095.4
763573,774865,7162.7
763573,774866,9070.8
763573,774877,3239.6
763573,774878,1059.0
763573,774901,10049.2
763573,774902,7215.7
763573,774926,2695.1
763573,774927,6322.7
763573,774946,4760.9
763573,774947,9319.2
763573,774958,4320.7
763573,775100,8199.3
763573,775101,8284.8
763573,812586,9913.6
763573,819311,10232.1
763578,716172,9038.4
763578,716174,8565.8
763578,716176,7741.7
763578,716187,9729.9
763578,716203,5621.6
763578,717226,9624.8
763578,717229,9908.0
763578,717230,10374.8
763578,717232,11212.9
763578,717235,7506.8
763578,717238,9529.8
763578,717240,9900.6
763578,717241,8210.4
763578,717243,8623.1
763578,717350,10357.9
763578,717355,8984.0
763578,717358,9430.7
763578,717361,6681.9
763578,718126,7312.2
763578,718356,9230.7
763578,763553,8350.3
763578,763558,7057.0
763578,763563,4921.8
763578,763568,3990.1
763578,763578,0.0
763578,763583,1517.7
763578,763590,7977.9
763578,763597,9864.2
763578,763970,10483.9
763578,764096,8052.4
763578,764201,11204.0
763578,764206,9827.6
763578,765456,7261.3
763578,766569,7330.8
763578,766571,10134.6
763578,766585,9206.7
763578,766600,7947.5
763578,766602,9502.8
763578,766620,8853.5
763578,766644,8249.8
763578,766661,2730.4
763578,766685,8294.7
763578,766806,4527.1
763578,767166,7966.3
763578,769292,9405.9
763578,769294,9753.2
763578,773437,7096.8
763578,773537,9539.4
763578,774125,6532.5
763578,774164,7356.5
763578,774165,5866.5
763578,774180,7919.6
763578,774181,5312.2
763578,774475,6167.5
763578,774812,7527.6
763578,774841,8481.7
763578,774855,8682.0
763578,774865,6749.3
763578,774866,8657.4
763578,774877,2826.2
763578,774878,645.6
763578,774901,9635.8
763578,774902,6802.3
763578,774926,2281.7
763578,774927,5909.2
763578,774946,4347.4
763578,774947,8905.8
763578,774958,3907.3
763578,775100,7785.9
763578,775101,7871.3
763578,812586,9500.2
763578,819311,9818.7
763578,824530,10219.9
763583,716203,8911.1
763583,716265,8768.1
763583,717342,10336.4
763583,717350,8840.1
763583,717352,9645.5
763583,717355,7466.2
763583,717358,7912.9
763583,717361,5164.1
763583,718125,9077.9
763583,718126,5794.4
763583,718127,9614.7
763583,763553,6832.5
763583,763558,5539.2
763583,763563,8211.4
763583,763568,7279.7
763583,763578,8050.8
763583,763583,0.0
763583,763590,6460.1
763583,763597,8346.4
763583,763970,8966.1
763583,765456,9294.9
763583,766569,9364.4
763583,766600,9981.1
763583,766661,4764.0
763583,766806,3009.3
763583,769068,9788.6
763583,773437,5579.0
763583,773439,8983.7
763583,773535,10391.6
763583,773537,8021.6
763583,774125,5014.7
763583,774164,5838.7
763583,774165,4348.7
763583,774180,6401.8
763583,774181,3794.4
763583,774475,8201.1
763583,774812,6009.8
763583,774813,10230.0
763583,774827,10542.9
763583,774854,9066.3
763583,774855,7164.2
763583,774865,5231.5
763583,774866,7139.6
763583,774877,6115.8
763583,774878,8569.6
763583,774902,10091.8
763583,774926,763.9
763583,774927,4391.4
763583,774946,2829.6
763583,774947,7388.0
763583,774958,2389.5
763590,1202373,9893.3
763590,1202394,9247.8
763590,1202422,8913.3
763590,1202436,9825.5
763590,1202451,7468.7
763590,1202475,5425.2
763590,1211870,9504.2
763590,716253,10074.0
763590,716265,6883.5
763590,717337,10934.7
763590,717339,8951.2
763590,717342,8684.7
763590,717346,9781.1
763590,717350,7188.5
763590,717352,7836.9
763590,717355,8583.8
763590,717357,8544.3
763590,717358,6063.8
763590,717361,6774.9
763590,718125,7426.3
763590,718126,6912.0
763590,718127,7730.2
763590,763539,3767.6
763590,763546,5160.5
763590,763553,4234.5
763590,763558,10068.8
763590,763590,0.0
763590,763597,1886.0
763590,763970,2505.8
763590,766661,9293.6
763590,766806,7546.3
763590,769061,4396.0
763590,769068,3328.3
763590,773437,6696.6
763590,773439,7099.2
763590,773505,9024.5
763590,773507,9024.5
763590,773522,9868.1
763590,773535,7851.5
763590,773537,6370.0
763590,774125,6625.5
763590,774164,6610.6
763590,774165,9754.2
763590,774180,7173.8
763590,774181,9199.9
763590,774812,8675.3
763590,774813,3769.7
763590,774826,10866.7
763590,774827,4082.5
763590,774854,2605.9
763590,774855,703.8
763590,774865,7897.1
763590,774866,4541.5
763590,774877,10645.4
763590,774926,10826.3
763590,774927,8921.0
763590,774946,8235.1
763590,774947,6929.2
763597,1202322,9847.1
763597,1202353,9509.7
763597,1202373,8007.2
763597,1202394,7361.7
763597,1202422,7027.2
763597,1202436,7939.4
763597,1202451,5582.6
763597,1202464,9525.7
763597,1202475,3539.1
763597,1211870,7618.1
763597,1213088,8794.3
763597,716265,8606.7
763597,717350,8911.6
763597,717352,9560.1
763597,717355,9981.1
763597,717357,10267.5
763597,717358,7786.9
763597,717361,8172.2
763597,718125,9149.5
763597,718126,8309.3
763597,718127,9453.4
763597,763539,2193.3
763597,763546,3586.3
763597,763553,5631.8
763597,763590,5674.3
763597,763597,0.0
763597,763970,619.7
763597,766806,8943.6
763597,769061,2821.8
763597,769068,4725.5
763597,773437,8093.8
763597,773439,8822.4
763597,773535,9574.7
763597,773537,8093.2
763597,774125,8022.8
763597,774164,8007.9
763597,774180,8571.1
763597,774813,5167.0
763597,774826,8980.6
763597,774827,2196.4
763597,774854,4003.2
763597,774855,6378.3
763597,774865,9294.4
763597,774866,5938.8
763597,774946,9632.4
763597,774947,8326.4
763616,716834,7131.7
763616,716841,5068.3
763616,717134,10636.2
763616,717135,9781.2
763616,717139,8978.9
763616,717142,8423.7
763616,717150,7772.0
763616,717152,9602.0
763616,717154,7506.0
763616,717155,7977.3
763616,717156,8048.9
763616,717157,6156.9
763616,717160,7176.0
763616,717162,6490.5
763616,717165,7304.4
763616,717167,7387.7
763616,717169,7812.3
763616,717171,9394.3
763616,717174,8738.0
763616,717179,9087.5
763616,717185,9695.8
763616,717190,10032.5
763616,717943,9824.1
763616,717945,7260.2
763616,717947,6638.0
763616,717951,3914.9
763616,717954,7811.0
763616,717956,5784.6
763616,717957,741.3
763616,717958,5266.7
763616,718210,10087.7
763616,761177,9826.4
763616,761206,10364.4
763616,761374,9709.3
763616,763616,0.0
763616,763683,8600.0
763616,763689,5508.5
763616,763695,9041.3
763616,764222,8362.2
763616,764227,8607.4
763616,765501,2317.6
763616,766937,6583.4
763616,767329,6963.5
763616,767678,4333.1
763616,768173,7206.2
763616,768174,6741.4
763616,769701,9806.5
763616,769702,8970.9
763616,769722,9790.4
763616,772857,8636.8
763616,772872,9286.3
763616,773329,10340.9
763616,773760,4330.9
763616,773761,3473.2
763616,773773,3378.5
763616,773774,4427.6
763616,773784,2723.2
763616,773785,1595.3
763616,773795,5771.1
763616,773807,6343.6
763616,774440,8812.5
763616,774441,7648.5
763616,775029,7605.2
763616,775030,7972.3
763621,716272,2583.1
763621,716273,2867.4
763621,716420,10783.6
763621,716422,9542.9
763621,716426,10375.1
763621,716427,9873.8
763621,716428,10109.3
763621,716481,2578.8
763621,716484,4300.8
763621,716485,1070.4
763621,716490,7173.8
763621,716491,8421.2
763621,716494,10394.0
763621,716495,8356.2
763621,716659,7772.9
763621,716660,5648.5
763621,716663,9904.8
763621,716670,6311.8
763621,716674,8432.6
763621,717365,6058.2
763621,717367,3629.4
763621,717368,7715.8
763621,717369,4284.3
763621,717373,6118.5
763621,717374,8254.3
763621,717375,8647.3
763621,717376,5723.9
763621,717378,9313.7
763621,717379,7085.5
763621,717381,8163.8
763621,717383,8682.1
763621,717387,9339.8
763621,717390,10025.0
763621,717731,9567.0
763621,717735,9494.1
763621,717740,3997.9
763621,717742,4587.2
763621,717744,5286.8
763621,717746,7699.4
763621,717750,8360.9
763621,717752,7700.4
763621,717755,8657.4
763621,717758,9691.9
763621,717760,10146.3
763621,718130,4818.1
763621,718253,7923.0
763621,718256,6536.1
763621,718258,4489.7
763621,718259,9040.6
763621,718262,8350.7
763621,718265,9154.8
763621,718266,7046.2
763621,718267,7303.1
763621,759416,9598.5
763621,759418,9655.4
763621,760167,9762.6
763621,761526,7191.7
763621,763304,9616.3
763621,763314,9424.9
763621,763361,6634.3
763621,763367,7881.4
763621,763522,9815.6
763621,763532,9185.9
763621,763621,0.0
763621,763626,5500.9
763621,763663,4629.9
763621,764425,6434.9
763621,765476,9697.9
763621,765591,7184.5
763621,766336,7029.0
763621,766337,4016.9
763621,766493,5752.1
763621,766505,7874.2
763621,766988,1699.7
763621,769195,5366.7
763621,769248,5715.7
763621,771914,9953.6
763621,771925,7271.7
763621,771938,7133.1
763621,771939,8900.4
763621,774327,6881.8
763621,774704,8870.1
763626,716272,5022.8
763626,716273,5314.9
763626,716413,8664.6
763626,716419,8428.2
763626,716420,6672.4
763626,716421,9662.7
763626,716422,5431.7
763626,716424,10292.1
763626,716426,5017.3
763626,716427,4732.1
763626,716428,4967.6
763626,716431,5312.0
763626,716433,5598.5
763626,716434,7192.7
763626,716437,9656.4
763626,716440,8588.2
763626,716442,9826.1
763626,716481,5026.4
763626,716484,6740.4
763626,716485,3517.9
763626,716490,1816.0
763626,716491,3635.5
763626,716494,5036.2
763626,716495,2998.5
763626,716499,6588.8
763626,716500,8769.6
763626,716659,10102.2
763626,716660,7977.8
763626,716670,8575.4
763626,716674,9396.2
763626,716689,9507.2
763626,717365,7093.3
763626,717367,6076.9
763626,717368,8794.6
763626,717369,6181.6
763626,717373,7770.9
763626,717374,9263.6
763626,717375,9656.7
763626,717376,7376.2
763626,717378,10416.4
763626,717379,8440.4
763626,717381,9516.7
763626,717383,10035.0
763626,717740,6445.5
763626,717742,7034.7
763626,717744,7734.4
763626,717746,9360.0
763626,717750,10262.5
763626,717752,8776.8
763626,717753,10160.0
763626,717755,8830.2
763626,717758,9864.7
763626,717760,9663.3
763626,717763,10366.5
763626,717765,9673.0
763626,717769,10001.1
763626,718130,6715.4
763626,718253,10252.2
763626,718256,8865.3
763626,718258,6937.2
763626,718262,10011.3
763626,718265,10118.4
763626,718266,9309.8
763626,718267,9204.8
763626,718275,10095.1
763626,718479,9690.9
763626,759416,4240.7
763626,759418,4297.6
763626,760112,8299.7
763626,760167,5118.8
763626,760187,6710.4
763626,760196,7598.2
763626,760426,9568.3
763626,760440,7881.6
763626,760452,7635.1
763626,760473,5866.3
763626,760496,7477.9
763626,760512,6686.8
763626,761526,9364.8
763626,763304,4258.6
763626,763309,5582.0
763626,763314,4639.2
763626,763361,1153.7
763626,763367,2523.6
763626,763384,6104.7
763626,763392,7433.9
763626,763400,7729.0
763626,763408,9456.8
763626,763419,10201.0
763626,763621,2448.2
763626,763626,0.0
763626,763663,6853.9
763626,763720,9275.5
763626,764425,7470.1
763626,765476,5054.1
763626,765591,8263.4
763626,766336,8915.1
763626,766337,6464.5
763626,766493,8081.3
763626,766505,10203.5
763626,766988,4147.2
763626,769195,7814.3
763626,769248,8163.2
763626,771925,9601.0
763626,771938,9462.3
763626,774327,9211.1
763626,774703,5371.5
763626,774704,3512.4
763641,716007,1622.9
763641,716010,8765.1
763641,759172,9782.1
763641,759648,5613.3
763641,759654,11125.2
763641,759870,9983.9
763641,759888,8615.3
763641,759900,11513.8
763641,763641,0.0
763641,768138,6808.6
763641,768701,11390.6
763641,769091,9566.4
763646,716036,10249.8
763646,716714,9801.5
763646,716719,6709.7
763646,716720,6410.2
763646,717008,7765.8
763646,717009,8335.4
763646,717011,9789.8
763646,717788,9254.4
763646,717790,10606.2
763646,717794,10031.2
763646,717795,7513.8
763646,717797,7186.7
763646,717798,7274.5
763646,717799,8782.5
763646,717800,9444.4
763646,717801,9753.9
763646,718296,8454.7
763646,718297,6179.3
763646,718300,8019.4
763646,718302,7782.0
763646,718308,10076.0
763646,718410,5803.7
763646,718411,9275.9
763646,718412,6705.0
763646,737229,1071.9
763646,737232,2661.6
763646,737237,1824.9
763646,737242,5864.3
763646,737246,2358.5
763646,737257,3156.1
763646,737258,4530.0
763646,737269,9601.5
763646,737278,4238.4
763646,737292,8391.9
763646,759163,5592.1
763646,759178,4318.8
763646,759257,590.8
763646,759259,3140.3
763646,761500,9988.1
763646,763336,7239.5
763646,763490,9768.5
763646,763646,0.0
763646,764050,5994.8
763646,764054,5176.3
763646,764059,9903.8
763646,764125,5941.2
763646,764130,5991.3
763646,765506,3924.4
763646,768584,9433.1
763646,768968,8211.3
763646,772437,9220.8
763646,772438,7991.7
763646,772454,6910.7
763646,772455,10299.5
763646,772527,7409.4
763646,774217,8571.5
763646,774226,8140.6
763646,774227,7993.0
763646,774236,9173.4
763646,774244,8983.4
763646,774301,9946.2
763646,774302,10096.7
763646,775155,6546.8
763646,775156,7556.5
763646,775165,7814.7
763646,775239,9094.2
763646,775249,9534.9
763646,775261,8247.8
763649,716143,10509.5
763649,716172,5483.9
763649,716174,5011.4
763649,716176,4187.3
763649,716181,7497.4
763649,716187,6751.2
763649,716203,7865.4
763649,716271,3259.2
763649,717196,10443.2
763649,717198,10829.5
763649,717200,10154.7
763649,717202,8815.0
763649,717207,8674.4
763649,717209,7992.4
763649,717211,7679.1
763649,717214,8536.5
763649,717216,7219.8
763649,717219,8156.1
763649,717220,6380.7
763649,717224,6160.2
763649,717226,6070.3
763649,717229,4362.0
763649,717230,4828.8
763649,717232,5666.9
763649,717235,7301.2
763649,717236,6227.9
763649,717238,6538.1
763649,717240,6919.0
763649,717241,5156.1
763649,717243,5644.4
763649,717245,8568.1
763649,717246,9011.8
763649,717247,7398.2
763649,717249,10434.0
763649,717251,8670.9
763649,717254,9413.1
763649,717257,10492.2
763649,717688,11103.2
763649,717694,8804.8
763649,718047,9118.2
763649,718048,11011.0
763649,718050,7526.0
763649,718051,4975.8
763649,718052,6183.0
763649,718053,4255.5
763649,718054,1195.0
763649,718118,9663.9
763649,718119,6866.8
763649,718356,3123.8
763649,763479,9040.3
763649,763485,9515.2
763649,763563,6081.0
763649,763568,6306.7
763649,763573,5336.5
763649,763578,5750.0
763649,763583,7267.9
763649,763649,0.0
763649,763731,9489.3
763649,764089,6301.1
763649,764096,8007.1
763649,764201,5674.0
763649,764206,4297.6
763649,764211,8205.2
763649,764420,3620.8
763649,765456,10047.7
763649,766569,10770.4
763649,766661,8480.6
763649,766685,9096.8
763649,766806,10277.3
763649,767166,5988.6
763649,767883,8897.4
763649,767896,9746.2
763649,767925,10908.0
763649,768328,8245.8
763649,768339,10005.9
763649,768694,7123.3
763649,768779,5840.7
763649,769136,9607.7
763649,769294,10555.2
763649,769744,7717.9
763649,769758,7969.3
763649,771603,8345.3
763649,771618,11127.3
763649,772933,10048.0
763649,772954,9440.0
763649,772966,7070.8
763649,772967,8015.5
763649,774181,11062.4
763649,774729,9770.8
763649,774799,4644.8
763649,774800,5791.8
763649,774841,2374.8
763649,774842,760.8
763649,774877,8402.9
763649,774878,6395.8
763649,774890,6948.7
763649,774891,6946.5
763649,774901,2435.5
763649,774902,7777.4
763649,774926,8031.8
763649,774946,10097.6
763649,774958,9657.5
763649,775100,5762.7
763649,775101,7624.4
763663,716272,5320.4
763663,716273,5604.7
763663,716420,9072.5
763663,716422,7831.8
763663,716426,7417.4
763663,716427,7058.8
763663,716428,7294.3
763663,716431,7712.0
763663,716433,7998.5
763663,716434,9588.8
763663,716481,5316.1
763663,716484,1106.9
763663,716485,3807.7
763663,716490,4216.0
763663,716491,6035.6
763663,716494,7436.3
763663,716495,5398.5
763663,716499,8988.8
763663,716659,10378.5
763663,716660,8254.1
763663,716670,8973.1
763663,716674,9793.9
763663,717365,7583.7
763663,717367,6366.7
763663,717368,9285.0
763663,717369,6458.0
763663,717373,8251.7
763663,717374,9754.0
763663,717375,10147.0
763663,717376,7857.1
763663,717379,8930.8
763663,717381,10007.1
763663,717740,6735.2
763663,717742,7324.5
763663,717744,8024.1
763663,717746,9757.7
763663,717752,9174.5
763663,717755,9228.0
763663,717758,10262.5
763663,718130,6991.8
763663,718256,9141.7
763663,718258,7227.0
763663,718266,9707.6
763663,718267,9602.5
763663,759416,6640.8
763663,759418,6697.7
763663,760167,7518.9
763663,760187,9110.5
763663,760196,9998.2
763663,760440,10281.7
763663,760452,10035.2
763663,760473,8266.4
763663,760496,9874.0
763663,760512,9082.8
763663,761526,9762.6
763663,763304,6658.6
763663,763309,7982.1
763663,763314,7039.3
763663,763361,3553.7
763663,763367,4923.7
763663,763384,8504.7
763663,763392,9834.0
763663,763400,10129.1
763663,763621,4848.3
763663,763626,2400.0
763663,763663,0.0
763663,764425,7960.4
763663,765476,7454.2
763663,765591,8753.7
763663,766336,9191.5
763663,766337,6754.2
763663,766493,8357.6
763663,766505,10479.8
763663,766988,4437.0
763663,769195,8104.0
763663,769248,8453.0
763663,771925,9877.3
763663,771938,9738.7
763663,774327,9487.4
763663,774703,7698.2
763663,774704,5912.4
763669,716328,8768.4
763669,716331,8029.4
763669,716337,8178.4
763669,716339,8358.8
763669,716551,7885.9
763669,716554,7645.4
763669,716944,8972.4
763669,716946,7916.8
763669,716949,7234.2
763669,716953,8902.1
763669,716955,5762.5
763669,716956,348.0
763669,716958,4219.9
763669,716960,8682.8
763669,716963,8044.7
763669,716968,8403.1
763669,716971,9008.5
763669,716973,9359.4
763669,716974,10434.2
763669,717099,9624.1
763669,717446,8262.1
763669,717447,8606.4
763669,717450,8160.6
763669,717452,8170.0
763669,717453,8656.4
763669,717456,8434.5
763669,717458,9096.3
763669,717459,7842.4
763669,717460,8347.7
763669,717461,8591.5
763669,717462,9545.5
763669,717463,8550.3
763669,717465,9059.4
763669,717466,9046.2
763669,717468,8659.0
763669,717469,8317.6
763669,717472,9565.2
763669,717473,8748.8
763669,717479,9888.8
763669,717480,8889.2
763669,717483,10194.4
763669,717576,7577.3
763669,717578,7150.2
763669,717580,7830.7
763669,717582,8839.8
763669,717583,7773.2
763669,717585,7878.6
763669,717587,7460.1
763669,717590,10038.2
763669,717592,8925.4
763669,718045,9612.4
763669,718046,9752.7
763669,718064,8037.4
763669,718066,9510.5
763669,718089,7937.8
763669,718090,8486.8
763669,718370,6173.8
763669,718371,8272.5
763669,718375,5069.9
763669,718376,4521.6
763669,718379,7297.2
763669,718384,7433.4
763669,718499,9166.0
763669,759591,1894.3
763669,759602,2714.0
763669,759747,9449.1
763669,760650,8482.3
763669,761599,5032.6
763669,761604,6721.3
763669,762329,9330.5
763669,763669,0.0
763669,763674,6825.6
763669,764853,9121.3
763669,765164,7989.6
763669,767454,8819.7
763669,767455,8582.0
763669,767470,9851.1
763669,767471,8948.1
763669,767494,6941.3
763669,767495,5557.7
763669,767509,6335.6
763669,767523,4798.0
763669,767541,5103.9
763669,767542,7308.8
763669,767554,5819.4
763669,767572,8767.5
763669,767573,7022.7
763669,767585,9925.2
763669,767597,10051.8
763669,767620,7602.6
763669,767621,8183.6
763669,767750,9856.8
763669,767751,10012.5
763669,768202,9418.6
763669,769372,9026.0
763669,769373,9289.6
763669,769389,9420.4
763669,771667,9984.8
763669,771673,9470.4
763669,772501,9861.7
763669,772513,10091.7
763669,772669,9526.4
763669,773013,8488.0
763669,773024,9940.9
763669,773870,9705.5
763669,773904,10104.9
763669,773906,8229.1
763669,773954,7367.6
763669,773974,8189.1
763669,773995,9691.9
763669,774011,10209.1
763669,774053,8268.6
763669,774054,8012.9
763669,774067,8914.6
763674,716028,9381.1
763674,716067,9951.5
763674,716069,10318.2
763674,716328,5810.0
763674,716331,5071.0
763674,716337,5621.6
763674,716339,7515.0
763674,716551,8390.8
763674,716554,8150.3
763674,716939,9985.9
763674,716941,9707.6
763674,716942,10372.4
763674,716943,9458.5
763674,716944,7950.0
763674,716946,6894.4
763674,716949,6211.8
763674,716951,9653.7
763674,716953,7952.3
763674,716955,6267.4
763674,716956,852.9
763674,716958,4724.7
763674,716960,9187.7
763674,716963,8549.6
763674,716968,8908.0
763674,716971,9513.4
763674,716973,9864.3
763674,717043,10163.5
763674,717045,9738.9
763674,717099,10129.0
763674,717445,8230.5
763674,717446,5655.0
763674,717447,5648.0
763674,717450,6098.1
763674,717452,5211.6
763674,717453,7344.4
763674,717456,6372.0
763674,717458,8809.1
763674,717459,6801.4
763674,717460,7306.6
763674,717461,8304.3
763674,717462,9514.2
763674,717463,7907.2
763674,717465,8416.3
763674,717466,9014.9
763674,717468,9133.2
763674,717469,8143.0
763674,717472,10070.1
763674,717473,8574.1
763674,717479,10393.7
763674,717480,9363.4
763674,717483,10699.3
763674,717576,8082.1
763674,717578,7655.1
763674,717580,8335.5
763674,717582,9344.7
763674,717583,8278.1
763674,717585,8383.4
763674,717587,7965.0
763674,717592,9430.3
763674,718045,7663.9
763674,718046,6794.3
763674,718064,8542.2
763674,718066,10015.4
763674,718089,8442.7
763674,718090,8991.7
763674,718166,8908.9
763674,718173,7301.4
763674,718370,5151.4
763674,718371,7322.7
763674,718375,5574.8
763674,718376,5026.5
763674,718379,7802.1
763674,718384,7938.2
763674,718419,10146.7
763674,718499,9670.9
763674,737320,8917.4
763674,759280,9975.8
763674,759289,10455.3
763674,759591,2399.2
763674,759602,3218.8
763674,759747,9954.0
763674,760635,7849.5
763674,760643,8168.8
763674,760650,7459.9
763674,761599,5537.5
763674,761604,7226.2
763674,762329,9835.4
763674,763453,10038.6
763674,763669,504.8
763674,763674,0.0
763674,763727,10230.1
763674,764037,9855.5
763674,764772,8615.0
763674,764853,6162.9
763674,765164,5927.1
763674,765182,7343.2
763674,767454,9324.6
763674,767455,9086.9
763674,767470,10356.0
763674,767471,9453.0
763674,767494,4001.0
763674,767495,6062.5
763674,767509,4792.1
763674,767523,5302.9
763674,767541,5608.7
763674,767542,7813.7
763674,767554,6324.3
763674,767572,9272.4
763674,767573,7527.5
763674,767585,10430.1
763674,767620,8107.5
763674,767621,8688.5
763674,767750,9457.1
763674,767751,9135.7
763674,768202,9923.5
763674,768598,10071.9
763674,769097,10307.3
763674,769372,8851.4
763674,769373,9794.4
763674,769389,9925.3
763674,771667,7125.6
763674,771673,7211.7
763674,772501,6903.3
763674,772513,7133.3
763674,772669,7267.6
763674,773013,7538.2
763674,773023,8037.4
763674,773024,6982.5
763674,773062,7934.5
763674,773870,10210.4
763674,773904,10609.8
763674,773906,8734.0
763674,773954,7872.5
763674,773974,8694.0
763674,773995,10196.8
763674,774011,10714.0
763674,774053,8773.5
763674,774054,8517.7
763674,774067,9419.5
763674,774671,8341.3
763674,774672,10026.5
763683,716126,10347.8
763683,716146,9755.9
763683,716152,9507.2
763683,716235,8833.2
763683,716237,8236.6
763683,716829,10144.6
763683,716834,4686.1
763683,716841,5793.4
763683,717116,10436.7
763683,717119,10205.1
763683,717121,9586.1
763683,717125,8866.0
763683,717129,8639.1
763683,717134,8235.0
763683,717135,7380.0
763683,717136,9757.3
763683,717139,6577.7
763683,717142,6022.5
763683,717146,8685.7
763683,717150,5370.9
763683,717152,7200.8
763683,717154,5060.4
763683,717155,5576.1
763683,717156,5647.7
763683,717157,3711.3
763683,717160,4814.8
763683,717162,4129.3
763683,717165,4858.9
763683,717167,5027.6
763683,717169,6528.0
763683,717171,8457.8
763683,717174,6371.1
763683,717179,7002.3
763683,717185,8434.1
763683,717187,9254.3
763683,717190,8770.8
763683,717195,10226.0
763683,717198,10523.2
763683,717298,9702.9
763683,717300,9176.1
763683,717301,10213.4
763683,717306,8677.0
763683,717308,8858.4
763683,717312,9992.7
763683,717315,8190.6
763683,717318,9244.9
763683,717925,10372.8
763683,717930,10073.0
763683,717933,8563.2
763683,717942,8575.9
763683,717943,7378.5
763683,717945,4814.6
763683,717947,4192.4
763683,717951,4941.1
763683,717954,1207.3
763683,717956,3049.0
763683,717958,5991.8
763683,718455,8323.8
763683,761177,10551.5
763683,761206,11089.5
763683,761374,10434.4
763683,763683,0.0
763683,763689,3062.9
763683,763695,7779.6
763683,764222,6277.0
763683,764227,7670.9
763683,765501,7872.8
763683,766937,4137.8
763683,767329,4517.9
763683,767678,5058.2
763683,768173,4760.6
763683,768174,4015.5
763683,769701,10531.6
763683,769702,9696.0
763683,769722,10515.5
763683,772857,9361.9
763683,772872,10011.4
763683,773329,7895.3
763683,773330,9479.6
763683,773409,10262.4
763683,773458,10148.6
763683,773760,1605.0
763683,773761,4499.4
763683,773773,4404.7
763683,773774,1692.0
763683,773784,3448.3
763683,773785,7150.5
763683,773795,6496.2
763683,773807,7068.7
763683,774440,6411.3
763683,774441,5247.3
763683,775029,6320.9
763683,775030,5605.4
763689,716126,9925.7
763689,716235,6837.8
763689,716237,5173.6
763689,716238,8214.9
763689,716241,10094.5
763689,716819,10069.4
763689,716829,7273.0
763689,716834,1623.2
763689,716841,8885.0
763689,717116,10001.4
763689,717119,9769.8
763689,717121,9150.8
763689,717125,8430.6
763689,717129,8203.8
763689,717134,7799.7
763689,717135,6944.7
763689,717136,9335.2
763689,717139,6142.3
763689,717142,5667.6
763689,717146,8762.9
763689,717150,4584.3
763689,717152,6765.5
763689,717154,5682.9
763689,717155,5221.2
763689,717156,6029.2
763689,717157,4333.8
763689,717160,5604.3
763689,717162,4858.4
763689,717165,4601.7
763689,717167,6498.6
763689,717169,7808.0
763689,717171,9935.1
763689,717174,6364.2
763689,717179,7951.5
763689,717185,9383.3
763689,717190,9720.1
763689,717288,10268.2
763689,717294,9206.7
763689,717298,7900.8
763689,717300,7374.0
